Name,metabolite class,Time,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
Sphingomyelin SM(d18:1/20:0),Sphingolipid,7.2,-4.578021611,12.83172332,0.002011151,0.027874305,759.151,671.455,758.6301751,310,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.653846154,1.038461538,1.442307692,4.384303762,865.0503059,38.60210849,35.02680709,35.92123429,25.00414906,22.05077727,23.51137076,16.41394928,17.82477425,9.997348561,10.96144948,6.446538158,7.169506294,-0.76,60401448721,51.24,35.91228067,37.5513282,322.4235749,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,192.9408768,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,218.6179303,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,206.4721231,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,147.6788973,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.16833163,83.47055726,0.930232558,52,2,8,0,0,0,0,0,0,6,2,9,40,0,0,0,0,11.3389,219.3454
Ceramide Cer(d18:1/18:0),Sphingolipid,7.26,-0.830818322,12.28217878,0.063372554,0.056102824,565.968,494.4,565.5433951,238,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.575,0.925,1.3,3.600441507,536.1362883,29.35946781,27.11817321,27.11817321,19.65059567,17.90148947,17.90148947,12.29928251,12.29928251,8.270328587,8.270328587,5.47102611,5.47102611,-0.87,372209597.9,39.13,32.64212205,28.65124203,250.1224738,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,180.0992336,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,205.7762871,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,193.6304798,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,147.6788973,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,77.33333333,0.916666667,40,3,4,0,0,0,0,0,0,3,3,4,32,0,0,0,0,10.3432,174.7873
PE(P-18:0/20:4),Glycerophospholipid,7.28,-4.30644633,12.52577663,0.00897094,0.020952049,752.071,673.447,751.5515905,302,0,0.471859239,-0.49756818,0.49756818,0.471859239,0.596153846,1.038461538,1.576923077,4.212830759,978.5271237,38.06029213,33.27821682,34.17264401,25.44701885,20.82681388,22.32225899,13.56881155,15.02232087,8.502078373,9.486300886,5.424519905,6.189835724,-1.96,99884913149,50.04,40.22994401,39.25211378,318.9182428,20.10080499,6.606881965,6.103966388,0,0,13.79200241,13.84203151,4.565048285,0,0,158.7679596,63.86341471,12.96557803,19.47584438,32.7742173,13.79200241,0,0,5.733667477,180.4719814,26.3654023,60.94626141,0,0,5.733667477,0,0,7.822697123,43.33208558,27.8808057,0,174.368015,60.94626141,0,0,0,117.31,19.8959688,14.25299707,0,32.78622392,6.420821623,38.52492974,109.1539676,6.262080448,6.076020107,62.45563525,24.25488771,0,0,0,0,0,0,0,0,21.93387976,87.3716758,0.744186047,52,3,8,0,0,0,0,0,0,7,2,9,39,0,0,0,0,12.5379,219.0887
SM(d16:1/22:0),Sphingolipid,7.31,-4.576520795,12.82439387,0.00188555,0.027874305,759.151,671.455,758.6301751,310,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.653846154,1.038461538,1.442307692,4.313898126,865.0503059,38.60210849,35.02680709,35.92123429,25.00414906,22.05077727,23.51137076,16.41394928,17.82477425,9.997348561,10.96144948,6.446538158,7.169506294,-0.76,60401379720,51.24,35.91228067,37.5513282,322.4235749,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,192.9408768,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,218.6179303,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,206.4721231,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,147.6788973,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.14626865,83.49262024,0.930232558,52,2,8,0,0,0,0,0,0,6,2,9,40,0,0,0,0,11.3389,219.3454
Sphingomyelin SM(d18:2/24:1),Sphingolipid,7.35,-4.587574547,12.86479987,0.002729758,0.027507505,811.227,719.499,810.6614753,330,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.607142857,1.017857143,1.464285714,4.315531423,1011.124008,41.43053562,37.33620817,38.23063536,27.00414906,23.3504371,24.81103058,17.0972453,18.50807027,10.29484274,11.25894366,6.560515266,7.283483403,-1.28,4.22E+11,54.72,39.1953884,40.8997205,346.5041373,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,172.2992059,64.20821623,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,218.6179303,40.90153628,36.45612064,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,206.4721231,36.45612064,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,147.6788973,6.076020107,27.21903605,43.46834343,9.047494323,0,0,0,0,0,0,0,0,23.19588172,91.44300717,0.85106383,56,2,8,0,0,0,0,0,0,6,2,9,42,0,0,0,0,12.4513,237.6254
Sphingomyelin SM(d18:2/22:0),Sphingolipid,7.39,-4.583570594,12.84998931,0.00082576,0.02765706,785.189,695.477,784.6458252,320,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.62962963,1.055555556,1.518518519,4.341540482,937.6100839,40.01632206,36.18150763,37.07593482,26.00414906,22.70060718,24.16120067,16.75559729,18.16642226,10.13659445,11.10069537,6.507542392,7.230510528,-1.02,1.60E+11,52.98,37.55113036,39.22359942,334.4638561,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,185.8304522,38.52492974,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,218.6179303,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,206.4721231,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,147.6788973,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.18164527,87.45724362,0.888888889,54,2,8,0,0,0,0,0,0,6,2,9,41,0,0,0,0,11.8951,228.4854
PC(O-18:0/16:0),Glycerophospholipid,7.53,-4.512276174,12.63983926,0.031283571,0.026588119,748.124,661.436,747.6141907,306,0,0.305724352,-0.756117342,0.756117342,0.305724352,0.529411765,0.901960784,1.294117647,4.184539502,791.6551012,37.731865,34.57825283,35.47268003,24.59346546,21.77107992,23.23167341,16.07285875,17.48368372,9.658589377,10.62269029,6.253254933,6.981888491,-0.5,40466241826,50.5,36.47470436,40.52040816,316.6312303,27.89766269,19.25560476,0,0,7.822697123,5.969305288,9.359585469,0,0,0,187.2096582,12.84164325,13.02770359,34.35677988,37.25724816,13.79200241,0,0,0,212.5760895,54.11530021,0,0,0,4.893411603,0,0,7.822697123,70.67160275,27.8808057,0,206.4721231,0,0,0,0,94.12,13.92666351,14.25299707,0,25.78995118,24.05549085,32.10410811,154.099719,0,21.14301595,13.8474744,18.52122023,0,0,0,0,0,0,0,0,23.0953232,79.71023236,0.976190476,51,0,8,0,0,0,0,0,0,7,0,9,41,0,0,0,0,11.8654,212.9669
SM(d18:2/23:0),Sphingolipid,7.56,-4.584408249,12.85961504,0.000786785,0.027551412,799.216,707.488,798.6614753,326,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.618181818,1.036363636,1.490909091,4.309709269,953.1941878,40.72342884,36.88861441,37.78304161,26.50414906,23.20060718,24.66120067,17.10915068,18.51997565,10.38659445,11.35069537,6.684319087,7.407287224,-1.02,2.60E+11,53.98,38.49547335,40.95955166,340.8287982,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,192.2512738,38.52492974,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,225.0387519,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,212.8929447,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,154.099719,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.19347894,88.94540995,0.891304348,55,2,8,0,0,0,0,0,0,6,2,9,42,0,0,0,0,12.2852,233.1024
PC(P-18:0/18:1),Glycerophospholipid,7.62,-4.536534929,12.64794771,0.01732766,0.015248911,772.146,685.458,771.6141907,314,0,0.305765785,-0.756117339,0.756117339,0.305765785,0.58490566,1,1.471698113,4.273692869,904.6727336,39.14607857,35.47344035,36.36786754,25.59346546,22.10951858,23.57011207,16.12627851,17.53710348,9.569777349,10.53387827,6.09492319,6.823556748,-1.18,1.07E+11,51.82,37.72992418,41.81603244,327.9819085,27.89766269,19.75852033,6.103966388,0,7.822697123,5.969305288,9.359585469,0,0,0,160.8367687,51.02177147,6.420821623,34.01197836,37.25724816,13.79200241,0,0,0,206.1552679,47.50841825,24.49014077,0,0,4.893411603,0,0,7.822697123,64.06472078,27.8808057,0,200.0513015,24.49014077,0,0,0,94.12,13.92666351,14.25299707,0,25.78995118,17.44860889,32.10410811,147.6788973,6.262080448,27.21903605,25.99951461,18.52122023,0,0,0,0,0,0,0,0,23.05907631,84.74647924,0.886363636,53,0,8,0,0,0,0,0,0,7,0,9,41,0,0,0,0,12.5452,221.7629
DG(16:0/16:0),Diglyceride,7.67,-0.759196911,12.09325569,0.057418992,0.064518763,568.924,500.38,568.5066753,238,0,0.305765415,-0.461628653,0.461628653,0.305765415,0.475,0.775,1.1,3.526064851,535.8739298,29.35946781,26.87076046,26.87076046,19.63375892,17.59491867,17.59491867,11.96273633,11.96273633,7.900869512,7.900869512,5.201081531,5.201081531,-1.1,364220887.7,38.9,32.41500933,29.8723557,248.4916513,14.5802533,6.606881965,6.103966388,0,0,11.93861058,9.589074368,0,0,0,167.9471933,12.84164325,12.84164325,6.606881965,24.16932767,11.93861058,0,0,0,199.7344462,13.21376393,0,0,0,0,0,0,0,36.36286829,19.06280028,0,193.6304798,0,0,0,0,72.83,6.103966388,14.69560176,0,25.1523745,12.84164325,32.10410811,134.8372541,0,0,13.8474744,9.473725908,0,0,0,0,0,0,0,0,0,80.66666667,0.942857143,40,1,5,0,0,0,0,0,0,5,1,5,32,0,0,0,0,10.3963,168.5488
PC(18:0/18:0),Glycerophospholipid,7.73,-4.615024674,12.66899373,0.025628862,0.026005394,790.161,701.457,789.6247554,322,0,0.305765804,-0.756117339,0.756117339,0.305765804,0.5,0.833333333,1.185185185,4.295325954,896.3032499,40.01632206,36.19360791,37.0880351,25.98731231,22.74420647,24.20479995,16.78450988,18.19533485,10.12728492,11.09138584,6.538527156,7.267160715,-0.99,1.56E+11,53.01,37.57943509,40.66660218,333.5226366,27.89766269,19.75852033,6.103966388,0,7.822697123,11.93861058,14.15412265,0,0,0,193.6304798,12.84164325,12.84164325,27.74989791,42.05178534,19.7613077,0,0,0,225.4177327,47.50841825,0,0,0,4.893411603,0,0,7.822697123,70.03402607,32.67534288,0,219.3137663,0,0,0,0,111.19,26.50285076,19.04753426,0,32.02471246,17.44860889,32.10410811,154.099719,0,21.14301595,13.8474744,18.52122023,0,0,0,0,0,0,0,0,22.96780191,90.00442031,0.954545455,54,0,9,0,0,0,0,0,0,8,0,10,42,0,0,0,0,12.1722,222.3409
DG(16:0/18:1(11Z)/0:0),Diglyceride,7.77,-0.765291649,12.11938071,0.06194098,0.046460301,594.962,524.402,594.5223253,248,0,0.305765415,-0.461628653,0.461628653,0.305765415,0.523809524,0.880952381,1.30952381,3.543956826,602.9636474,30.77368137,28.025461,28.025461,20.63375892,18.24474858,18.24474858,12.30438434,12.30438434,8.059117802,8.059117802,5.254054406,5.254054406,-1.36,965074918.8,40.64,34.13394148,31.57293137,260.5319325,14.5802533,6.606881965,6.103966388,0,0,11.93861058,9.589074368,0,0,0,154.4159471,38.52492974,12.84164325,6.606881965,24.16932767,11.93861058,0,0,0,199.7344462,13.21376393,12.15204021,0,0,0,0,0,0,36.36286829,19.06280028,0,193.6304798,12.15204021,0,0,0,72.83,6.103966388,14.69560176,0,25.1523745,12.84164325,38.52492974,128.4164325,0,0,25.99951461,9.473725908,0,0,0,0,0,0,0,0,0,84.66666667,0.891891892,42,1,5,0,0,0,0,0,0,5,1,5,33,0,0,0,0,10.9525,177.6888
PE(P-18:0/18:1),Glycerophospholipid,7.79,-4.288087906,12.53604345,0.03198788,0.021036344,730.065,649.425,729.5672405,296,0,0.471859239,-0.49756818,0.49756818,0.471859239,0.6,1.02,1.48,4.097657494,822.7417166,36.64607857,32.64254233,33.53696952,24.44701885,20.87732413,22.37276925,13.92236494,15.37587426,8.935581792,9.919804305,5.839403042,6.604718861,-1.18,37796731572,48.82,39.03710234,38.06030442,308.2571677,20.10080499,6.606881965,6.103966388,0,0,13.79200241,13.84203151,4.565048285,0,0,160.8367687,51.02177147,12.96557803,19.47584438,32.7742173,13.79200241,0,0,5.733667477,206.1552679,26.3654023,24.49014077,0,0,5.733667477,0,0,7.822697123,43.33208558,27.8808057,0,200.0513015,24.49014077,0,0,0,117.31,13.92666351,14.25299707,0,32.33470759,6.420821623,44.94575136,134.8372541,6.262080448,6.076020107,25.99951461,24.25488771,0,0,0,0,0,0,0,0,21.95002686,81.3555287,0.87804878,50,3,8,0,0,0,0,0,0,7,2,9,40,0,0,0,0,12.4297,210.1367
Sphingomyelin SM(d18:1/24:1),Sphingolipid,7.83,-4.583891319,12.8684831,0.000198493,0.02747049,813.243,719.499,812.6771253,332,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.607142857,0.982142857,1.392857143,4.2981234,968.8116316,41.43053562,37.5957212,38.49014839,27.00414906,23.70060718,25.16120067,17.46270407,18.87352904,10.65559685,11.61969777,6.853064422,7.576032559,-1.02,4.22E+11,54.98,39.44152008,41.15048592,347.1937403,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,192.2512738,44.94575136,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,231.4595735,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,219.3137663,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,160.5205406,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.20898748,90.42990141,0.893617021,56,2,8,0,0,0,0,0,0,6,2,9,43,0,0,0,0,12.6753,237.7194
Sphingomyelin SM(d18:1/22:0),Sphingolipid,7.87,-4.579887365,12.85367254,0.002102492,0.027603726,787.205,695.477,786.6614753,322,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.62962963,1,1.388888889,4.322636519,895.8750767,40.01632206,36.44102066,37.33544785,26.00414906,23.05077727,24.51137076,17.12105606,18.53188103,10.49734856,11.46144948,6.800091548,7.523059685,-0.76,1.60E+11,53.24,37.79649117,39.47381781,335.1534591,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,205.7825201,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,231.4595735,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,219.3137663,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,160.5205406,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.19475103,86.44413786,0.933333333,54,2,8,0,0,0,0,0,0,6,2,9,42,0,0,0,0,12.1191,228.5794
Ceramide Cer(d18:1/20:0),Sphingolipid,7.92,-0.831289127,12.30865169,0.062200997,0.051317366,594.022,518.422,593.5746953,250,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.547619048,0.880952381,1.238095238,3.569093084,564.5427635,30.77368137,28.53238678,28.53238678,20.65059567,18.90148947,18.90148947,13.00638929,13.00638929,8.770328587,8.770328587,5.8245795,5.8245795,-0.87,986212355.3,41.13,34.61831595,30.58331389,262.852358,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,192.9408768,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,218.6179303,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,206.4721231,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,160.5205406,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,80.33333333,0.921052632,42,3,4,0,0,0,0,0,0,3,3,4,34,0,0,0,0,11.1234,184.0213
SM(d16:1/24:0),Sphingolipid,7.96,-4.578140962,12.84288766,0.001959789,0.027603726,787.205,695.477,786.6614753,322,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.62962963,1,1.388888889,4.245219518,895.8750767,40.01632206,36.44102066,37.33544785,26.00414906,23.05077727,24.51137076,17.12105606,18.53188103,10.49734856,11.46144948,6.800091548,7.523059685,-0.76,1.60E+11,53.24,37.79649117,39.47381781,335.1534591,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,205.7825201,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,231.4595735,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,219.3137663,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,160.5205406,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.16914188,86.46974701,0.933333333,54,2,8,0,0,0,0,0,0,6,2,9,42,0,0,0,0,12.1191,228.5794
Ceramide Cer(d16:1/22:0),Sphingolipid,8,-0.830906079,12.30132224,0.06258292,0.051317366,594.022,518.422,593.5746953,250,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.547619048,0.880952381,1.238095238,3.535498572,564.5427635,30.77368137,28.53238678,28.53238678,20.65059567,18.90148947,18.90148947,13.00638929,13.00638929,8.770328587,8.770328587,5.8245795,5.8245795,-0.87,986211058.2,41.13,34.61831595,30.58331389,262.852358,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,192.9408768,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,218.6179303,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,206.4721231,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,160.5205406,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,80.33333333,0.921052632,42,3,4,0,0,0,0,0,0,3,3,4,34,0,0,0,0,11.1234,184.0213
Ceramide Cer(d16:1/22:0),Sphingolipid,8,-0.830906079,12.30132224,0.06258292,0.051317366,594.022,518.422,593.5746953,250,0,0.219891908,-0.394123639,0.394123639,0.219891908,0.547619048,0.880952381,1.238095238,3.535498572,564.5427635,30.77368137,28.53238678,28.53238678,20.65059567,18.90148947,18.90148947,13.00638929,13.00638929,8.770328587,8.770328587,5.8245795,5.8245795,-0.87,986211058.2,41.13,34.61831595,30.58331389,262.852358,15.52984339,0,0,5.907179729,0,0,4.794537184,0,0,0,192.9408768,19.26246487,6.420821623,18.75268918,15.00759197,5.907179729,0,5.316788604,0,218.6179303,6.606881965,12.15204021,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,206.4721231,12.15204021,0,0,0,69.56,12.14580722,15.00759197,0,12.51406169,6.420821623,25.68328649,160.5205406,6.076020107,6.076020107,19.164263,0,0,0,0,0,0,0,0,0,0,80.33333333,0.921052632,42,3,4,0,0,0,0,0,0,3,3,4,34,0,0,0,0,11.1234,184.0213
Sphingomyelin SM(d18:2/24:0),Sphingolipid,8.02,-4.585190761,12.8684831,0.000751521,0.02747049,813.243,719.499,812.6771253,332,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.607142857,1.017857143,1.464285714,4.278126478,968.8116316,41.43053562,37.5957212,38.49014839,27.00414906,23.70060718,25.16120067,17.46270407,18.87352904,10.63659445,11.60069537,6.861095782,7.584063919,-1.02,4.22E+11,54.98,39.44152008,41.15048592,347.1937403,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,198.6720954,38.52492974,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,231.4595735,40.90153628,24.30408043,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,219.3137663,24.30408043,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,160.5205406,6.076020107,27.21903605,31.31630322,9.047494323,0,0,0,0,0,0,0,0,23.2045185,90.43437039,0.893617021,56,2,8,0,0,0,0,0,0,6,2,9,43,0,0,0,0,12.6753,237.7194
GlcCer(d18:1/24:1(15Z)),Sphingolipid,8.06,-1.56344209,12.96419031,0.177304129,0.026473519,810.255,718.527,809.6744689,336,0,0.219892073,-0.393566515,0.393566515,0.219892073,0.578947368,0.98245614,1.421052632,2.293594647,945.3956289,41.61018018,36.85329637,36.85329637,27.84897297,24.06327959,24.06327959,16.9031799,16.9031799,11.52037988,11.52037988,7.621338724,7.621338724,-1.33,1.38E+12,53.687963,38.84566537,29.52574752,349.4161367,40.32315149,24.41586555,6.290026729,5.907179729,0,0,4.794537184,0,0,0,192.2512738,44.94575136,6.420821623,25.35957115,39.80090007,5.907179729,0,5.316788604,0,262.1654658,13.21376393,24.30408043,0,0,5.316788604,0,0,0,87.50528013,14.26826309,0,219.3137663,24.30408043,0,0,0,148.71,49.45858146,30.32717416,0,12.51406169,6.420821623,38.52492974,160.5205406,6.076020107,6.076020107,31.31630322,9.473725908,0,0,0,0,0,0,0,0,0,120.5,0.895833333,57,6,9,0,1,1,0,0,0,8,6,9,40,0,1,1,1,10.284,235.0287
SM(d18:1/23:0),Sphingolipid,8.17,-4.58072502,12.86329827,0.002141467,0.027513049,801.232,707.488,800.6771253,328,0,0.267653377,-0.756118003,0.756118003,0.267653377,0.618181818,0.981818182,1.363636364,4.291706215,911.3405845,40.72342884,37.14812744,38.04255463,26.50414906,23.55077727,25.01137076,17.47460945,18.88543442,10.74734856,11.71144948,6.976868243,7.69983638,-0.76,2.60E+11,54.24,38.74128479,41.21103828,341.5184012,28.84725278,13.15163837,0,5.907179729,7.822697123,0,9.359585469,0,0,0,212.2033417,19.26246487,6.420821623,39.89570513,32.89004965,13.72987685,0,5.316788604,0,237.8803952,40.90153628,12.15204021,0,0,10.21020021,0,0,7.822697123,68.54408148,18.40707979,0,225.734588,12.15204021,0,0,0,107.92,19.96850434,19.35952447,0,19.12094366,17.44860889,38.52492974,166.9413622,6.076020107,27.21903605,19.164263,9.047494323,0,0,0,0,0,0,0,0,23.2065847,87.93230419,0.934782609,55,2,8,0,0,0,0,0,0,6,2,9,43,0,0,0,0,12.5092,233.1964
DG(18:0/16:0/0:0),Diglyceride,8.25,-0.759740252,12.11336628,0.057125782,0.059058702,596.978,524.402,596.5379754,250,0,0.305765415,-0.461628653,0.461628653,0.305765415,0.452380952,0.738095238,1.047619048,3.505944459,564.3594815,30.77368137,28.28497402,28.28497402,20.63375892,18.59491867,18.59491867,12.66984311,12.66984311,8.400869512,8.400869512,5.554634922,5.554634922,-1.1,965074902.3,40.9,34.39094047,31.82731301,261.2215356,14.5802533,6.606881965,6.103966388,0,0,11.93861058,9.589074368,0,0,0,180.7888366,12.84164325,12.84164325,6.606881965,24.16932767,11.93861058,0,0,0,212.5760895,13.21376393,0,0,0,0,0,0,0,36.36286829,19.06280028,0,206.4721231,0,0,0,0,72.83,6.103966388,14.69560176,0,25.1523745,12.84164325,32.10410811,147.6788973,0,0,13.8474744,9.473725908,0,0,0,0,0,0,0,0,0,83.66666667,0.945945946,42,1,5,0,0,0,0,0,0,5,1,5,34,0,0,0,0,11.1765,177.7828
DG(18:0/18:1(9Z)/0:0)[iso2],Diglyceride,8.35,-0.767929843,12.13678987,0.06330533,0.043226705,623.016,548.424,622.5536255,260,0,0.305765415,-0.461628653,0.461628653,0.305765415,0.5,0.840909091,1.227272727,3.534892226,632.0025144,32.18789493,29.43967456,29.43967456,21.63375892,19.24474858,19.24474858,13.01149112,13.01149112,8.559117802,8.559117802,5.607607796,5.607607796,-1.36,2555365886,42.64,36.11175835,33.53138615,273.2618168,14.5802533,6.606881965,6.103966388,0,0,11.93861058,9.589074368,0,0,0,167.2575903,38.52492974,12.84164325,6.606881965,24.16932767,11.93861058,0,0,0,212.5760895,13.21376393,12.15204021,0,0,0,0,0,0,36.36286829,19.06280028,0,206.4721231,12.15204021,0,0,0,72.83,6.103966388,14.69560176,0,25.1523745,12.84164325,44.94575136,134.8372541,0,0,25.99951461,9.473725908,0,0,0,0,0,0,0,0,0,87.66666667,0.897435897,44,1,5,0,0,0,0,0,0,5,1,5,35,0,0,0,0,11.7327,186.9228
