ANALYTE,category,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_quatN,fr_unbrch_alkane
"PA(17:2(9Z,12Z)/17:0)",Glycerophospholipids [GP],12.34091082,-4.746896806,12.34091082,0.212574627,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.565217391,1,1.5,3.977603247,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.55459982,13.79395261,7.972917744,8.458338306,5.153695245,5.514153958,-1.47,4469714769,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,153.726344,38.52492974,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,64.20821623,77.04985948,0,0,42.67530199,19.26054911,26.27354329,42.64435582,0,0,-0.896566541,0,36.07237808,3.62540838,-4.746896806,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(19:1(9Z)/15:1(9Z)),Glycerophospholipids [GP],12.31678427,-4.748120797,12.31678427,0.201064823,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.543478261,0.913043478,1.369565217,3.974334804,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.54269444,13.78204723,7.942333841,8.427754403,5.125864031,5.486322744,-1.47,4469717173,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,128.0430575,64.20821623,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,70.62903785,70.62903785,0,0,42.67530199,19.26054911,26.25270988,42.6177973,0,0,-0.903377032,0,36.12180955,3.631403321,-4.748120797,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(20:1(11Z)/14:1(9Z)),Glycerophospholipids [GP],12.30412928,-4.746584624,12.30412928,0.201619653,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.543478261,0.934782609,1.391304348,3.943928485,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.54269444,13.78204723,7.942333841,8.427754403,5.112427305,5.472886017,-1.47,4469705163,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,134.4638792,57.78739461,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,70.62903785,77.04985948,0,0,42.67530199,19.26054911,26.24559154,42.60116633,0,0,-0.899453449,0,36.15323507,3.618267348,-4.746584624,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
"PA(20:2(11Z,14Z)/14:0)",Glycerophospholipids [GP],12.31087772,-4.744195168,12.31087772,0.213221205,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.565217391,0.97826087,1.47826087,3.948616903,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.55459982,13.79395261,7.972917744,8.458338306,5.167131972,5.527590684,-1.47,4469705163,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,147.3055224,44.94575136,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,57.78739461,89.89150272,0,0,42.67530199,19.26054911,26.25801283,42.61193178,0,0,-0.890915651,0,36.10313079,3.634257635,-4.744195168,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
"PA(22:2(13Z,16Z)/12:0)",Glycerophospholipids [GP],12.2733413,-4.741165873,12.2733413,0.213193265,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.565217391,0.97826087,1.47826087,3.890452228,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.55459982,13.79395261,7.972917744,8.458338306,5.167131972,5.527590684,-1.47,4469668859,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,147.3055224,44.94575136,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,51.36657298,96.31232434,0,0,42.67530199,19.26054911,26.22187706,42.5457683,0,0,-0.889057967,0,36.21375805,3.621042654,-4.741165873,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
"PA(18:2(9Z,12Z)/16:0)",Glycerophospholipids [GP],12.33337436,-4.746691241,12.33337436,0.212382654,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.565217391,0.97826087,1.47826087,3.982000889,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.55459982,13.79395261,7.972917744,8.458338306,5.167131972,5.527590684,-1.47,4469711704,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,147.3055224,44.94575136,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,57.78739461,83.4706811,0,0,42.67530199,19.26054911,26.27006393,42.63907525,0,0,-0.89670711,0,36.06971257,3.63676882,-4.746691241,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(18:1(9Z)/16:1(9Z)),Glycerophospholipids [GP],12.32717038,-4.748536232,12.32717038,0.201325566,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.543478261,0.913043478,1.347826087,3.987748731,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.54269444,13.78204723,7.942333841,8.427754403,5.125864031,5.486322744,-1.47,4469711704,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,128.0430575,64.20821623,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,64.20821623,77.04985948,0,0,42.67530199,19.26054911,26.26083833,42.63112491,0,0,-0.902949076,0,36.09336536,3.638378921,-4.748536232,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(17:1(9Z)/17:1(9Z)),Glycerophospholipids [GP],12.33470684,-4.748741797,12.33470684,0.201517539,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.543478261,0.913043478,1.326086957,3.994019263,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.54269444,13.78204723,7.942333841,8.427754403,5.125864031,5.486322744,-1.47,4469714769,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,128.0430575,64.20821623,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,64.20821623,77.04985948,0,0,42.67530199,19.26054911,26.2643177,42.63640549,0,0,-0.902808507,0,36.08232673,3.640722612,-4.748741797,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(16:1(9Z)/18:1(9Z)),Glycerophospholipids [GP],12.33961561,-4.748741797,12.33961561,0.201652682,0.029986807,672.925,603.373,672.4730058,270,0.469211784,-0.461628173,0.469211784,0.461628173,0.543478261,0.913043478,1.347826087,3.993025469,807.1940992,33.98078815,29.47687175,30.37129894,22.28020552,18.63217424,20.16247098,12.54269444,13.78204723,7.942333841,8.427754403,5.125864031,5.486322744,-1.47,4469711785,44.53,33.43172994,35.38538656,281.2997191,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,128.0430575,64.20821623,12.84164325,6.606881965,37.93841893,19.7613077,0,0,186.892803,13.21376393,24.30408043,0,0,0,7.822697123,41.0431641,28.15159572,0,180.7888366,24.30408043,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,64.20821623,77.04985948,0,0,42.67530199,19.26054911,26.2632379,42.63377779,0,0,-0.902949076,0,36.08803042,3.638866987,-4.748741797,0.837837838,46,2,8,0,0,0,0,0,0,6,2,9,34,0,0,0,0,10.8455,188.5051,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,1,0,0,18
PA(18:0/18:0),Glycerophospholipids [GP],12.37303378,-4.742146587,12.37303378,0.219978371,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.87939424,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829053934,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.35820072,42.75909187,0,0,-0.868707872,0,36.75653944,3.709244655,-4.742146587,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(17:0/19:0),Glycerophospholipids [GP],12.37729309,-4.742146587,12.37729309,0.220088141,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.878645578,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829057116,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.35727306,42.75682561,0,0,-0.868825783,0,36.7603646,3.70873132,-4.742146587,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(19:0/17:0),Glycerophospholipids [GP],12.36650821,-4.741964772,12.36650821,0.219823406,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.874246449,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829057203,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.35516016,42.75448068,0,0,-0.868825783,0,36.76505432,3.708317616,-4.741964772,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(21:0/15:0),Glycerophospholipids [GP],12.34588665,-4.741037962,12.34588665,0.219339639,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.846729263,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829064275,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,38.52492974,147.6788973,0,0,18.37122156,19.26054911,26.33678546,42.7240057,0,0,-0.869797392,0,36.82035147,3.701914954,-4.741037962,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(22:0/14:0),Glycerophospholipids [GP],12.3311966,-4.740274547,12.3311966,0.218980196,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.824833291,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829034408,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,38.52492974,147.6788973,0,0,18.37122156,19.26054911,26.32098717,42.69736004,0,0,-0.87069116,0,36.86869951,3.696141211,-4.740274547,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(20:0/16:0),Glycerophospholipids [GP],12.35754246,-4.741597628,12.35754246,0.219614663,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.863294201,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829051341,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.34807997,42.74288218,0,0,-0.869184157,0,36.7861312,3.705910658,-4.741597628,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(15:0/21:0),Glycerophospholipids [GP],12.3793961,-4.741597628,12.3793961,0.220192744,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.859613667,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829063699,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.34330251,42.73122638,0,0,-0.869797392,0,36.80587693,3.703211432,-4.741597628,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(14:0/22:0),Glycerophospholipids [GP],12.37729309,-4.741037962,12.37729309,0.220192744,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.841661999,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829035761,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.32989306,42.70721263,0,0,-0.87069116,0,36.84890784,3.697937815,-4.741037962,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(16:0/20:0),Glycerophospholipids [GP],12.3793961,-4.741964772,12.3793961,0.220158431,0.037011588,705.011,627.395,704.5356061,286,0.469211784,-0.461628173,0.469211784,0.461628173,0.458333333,0.75,1.0625,3.872013133,756.267856,35.39500171,31.41011136,32.30453855,23.28020552,20.33251441,21.86281115,13.98071877,15.22007156,9.12583726,9.611257822,6.080578455,6.441037167,-0.95,11829051581,47.05,35.86144065,37.86167618,295.4088094,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,193.6304798,12.84164325,12.84164325,6.606881965,37.93841893,19.7613077,0,0,225.4177327,13.21376393,0,0,0,0,7.822697123,41.0431641,28.15159572,0,219.3137663,0,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,32.10410811,154.099719,0,0,18.37122156,19.26054911,26.35234977,42.74761794,0,0,-0.869184157,0,36.77665176,3.706751675,-4.741964772,0.948717949,48,2,8,0,0,0,0,0,0,6,2,9,38,0,0,0,0,12.0737,197.9271,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,26
PA(18:0/18:1(9Z)),Glycerophospholipids [GP],12.36390155,-4.74691983,12.36390155,0.205993032,0.028401554,702.995,627.395,702.519956,284,0.469211784,-0.461628173,0.469211784,0.461628173,0.520833333,0.875,1.270833333,3.922646676,796.8553292,35.39500171,31.15059833,32.04502553,23.28020552,19.98234432,21.51264106,13.61525999,14.85461279,8.784085551,9.269506112,5.779997938,6.140456651,-1.21,11829053934,46.79,35.61035825,37.60597836,294.7192064,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,167.2575903,38.52492974,12.84164325,6.606881965,37.93841893,19.7613077,0,0,212.5760895,13.21376393,12.15204021,0,0,0,7.822697123,41.0431641,28.15159572,0,206.4721231,12.15204021,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,51.36657298,121.9956108,0,0,30.52326177,19.26054911,26.33387394,42.7374336,0,0,-0.884653955,0,37.84828683,3.684201639,-4.74691983,0.897435897,48,2,8,0,0,0,0,0,0,6,2,9,37,0,0,0,0,11.8497,197.8331,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,23
PA(14:0/22:1(11Z)),Glycerophospholipids [GP],12.37086229,-4.744721191,12.37086229,0.211060512,0.028401554,702.995,627.395,702.519956,284,0.469211784,-0.461628173,0.469211784,0.461628173,0.520833333,0.875,1.270833333,3.892382647,796.8553292,35.39500171,31.15059833,32.04502553,23.28020552,19.98234432,21.51264106,13.61525999,14.85461279,8.784085551,9.269506112,5.779997938,6.140456651,-1.21,11829035761,46.79,35.61035825,37.60597836,294.7192064,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,167.2575903,38.52492974,12.84164325,6.606881965,37.93841893,19.7613077,0,0,212.5760895,13.21376393,12.15204021,0,0,0,7.822697123,41.0431641,28.15159572,0,206.4721231,12.15204021,0,119.36,32.47215605,14.15412265,19.44852521,6.420821623,44.94575136,128.4164325,0,0,30.52326177,19.26054911,26.31183825,42.69096189,0,0,-0.881978843,0,37.91648533,3.679636791,-4.744721191,0.897435897,48,2,8,0,0,0,0,0,0,6,2,9,37,0,0,0,0,11.8497,197.8331,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,23
PA(14:1(9Z)/22:0),Glycerophospholipids [GP],12.37311774,-4.745213309,12.37311774,0.216017397,0.028401554,702.995,627.395,702.519956,284,0.469211784,-0.461628173,0.469211784,0.461628173,0.520833333,0.895833333,1.333333333,3.865397518,796.8553292,35.39500171,31.15059833,32.04502553,23.28020552,19.98234432,21.51264106,13.61525999,14.85461279,8.784085551,9.269506112,5.766561212,6.127019924,-1.21,11829035761,46.79,35.61035825,37.60597836,294.7192064,19.26054911,6.606881965,6.103966388,0,0,19.7613077,14.11282153,4.565048285,0,0,173.6784119,32.10410811,12.84164325,6.606881965,37.93841893,19.7613077,0,0,212.5760895,13.21376393,12.15204021,0,0,0,7.822697123,41.0431641,28.15159572,0,206.4721231,12.15204021,0,119.36,32.47215605,14.15412265,19.44852521,12.84164325,51.36657298,115.5747892,0,0,30.52326177,19.26054911,26.30679475,42.6865386,0,0,-0.886637242,0,37.96059852,3.650140907,-4.745213309,0.897435897,48,2,8,0,0,0,0,0,0,6,2,9,37,0,0,0,0,11.8497,197.8331,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,23
