ANALYTE,category,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_ketone,fr_ketone_Topliss,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_quatN,fr_unbrch_alkane
24S-hydroxy-cholesterol,Sterol Lipids [ST],10.30199354,-0.137317636,10.30199354,0.099414938,0.525292103,402.663,356.295,402.3497807,166,0.057740057,-0.392863829,0.392863829,0.057740057,1,1.75862069,2.482758621,1.485083656,624.0273365,20.97432702,19.66164743,19.66164743,13.6643749,12.72137724,12.72137724,12.25033111,12.25033111,10.52546241,10.52546241,8.585155572,8.585155572,-0.34,3333497.165,21.87553668,7.971848479,3.647692445,179.1032859,10.21305479,0,0,0,0,0,0,0,0,0,46.26781064,110.5456334,0,12.20793278,10.21305479,0,0,46.33741722,111.034835,0,11.64912464,0,0,0,0,22.42098757,0,46.33741722,98.82690223,11.64912464,0,40.46,0,10.21305479,12.20793278,16.74788698,48.8519951,44.94575136,5.57310453,0,40.69470611,0,0,0,20.51267523,2.444492992,4.512082359,0,14.44914666,11.91493609,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,5,3,0,3,4,6.3595,120.4426,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
25-hydroxy-cholesterol,Sterol Lipids [ST],10.21020172,-0.518799364,10.21020172,0.096907178,0.515008505,402.663,356.295,402.3497807,166,0.059132468,-0.392796685,0.392796685,0.059132468,1.103448276,1.862068966,2.586206897,1.47142639,630.9392798,21.02673326,19.71405367,19.71405367,13.54429586,12.64405638,12.64405638,12.56627905,12.56627905,10.28618696,10.28618696,8.674817563,8.674817563,-0.34,2748307.404,21.87553668,7.660235034,3.863295086,179.1032859,10.21305479,0,0,0,0,0,0,0,0,0,45.26197948,112.0543802,0,11.7050172,10.21305479,0,0,40.41951117,116.952741,0,11.64912464,0,0,0,0,21.91807199,0,40.41951117,105.2477239,11.64912464,0,40.46,5.601050811,10.21305479,6.103966388,10.82998094,55.27281672,44.94575136,5.57310453,13.8474744,26.84723171,0,0,0,20.28776336,1.95442969,4.2441841,0,15.86015764,11.57013188,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,5,3,0,3,4,6.5036,120.5126,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
25-hydroxy-cholesterol,Sterol Lipids [ST],10.21020172,-0.518799364,10.21020172,0.096907178,0.515008505,402.663,356.295,402.3497807,166,0.059132468,-0.392796685,0.392796685,0.059132468,1.103448276,1.862068966,2.586206897,1.47142639,630.9392798,21.02673326,19.71405367,19.71405367,13.54429586,12.64405638,12.64405638,12.56627905,12.56627905,10.28618696,10.28618696,8.674817563,8.674817563,-0.34,2748307.404,21.87553668,7.660235034,3.863295086,179.1032859,10.21305479,0,0,0,0,0,0,0,0,0,45.26197948,112.0543802,0,11.7050172,10.21305479,0,0,40.41951117,116.952741,0,11.64912464,0,0,0,0,21.91807199,0,40.41951117,105.2477239,11.64912464,0,40.46,5.601050811,10.21305479,6.103966388,10.82998094,55.27281672,44.94575136,5.57310453,13.8474744,26.84723171,0,0,0,20.28776336,1.95442969,4.2441841,0,15.86015764,11.57013188,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,5,3,0,3,4,6.5036,120.5126,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
27-hydroxy-cholesterol,Sterol Lipids [ST],10.21178447,-0.092598552,10.21178447,0.092598552,0.507381757,402.663,356.295,402.3497807,166,0.057740057,-0.396099011,0.396099011,0.057740057,1.034482759,1.827586207,2.586206897,1.457527975,611.6590545,20.81119031,19.49851072,19.49851072,13.7916961,12.77697081,12.77697081,12.08026583,12.08026583,10.50620392,10.50620392,8.697745094,8.697745094,-0.34,3803403.776,21.87553668,8.302870356,3.753172622,179.1032859,10.21305479,0,0,0,0,0,0,0,0,0,52.18571668,104.1248118,6.606881965,6.103966388,10.21305479,0,0,46.33741722,104.427953,6.606881965,11.64912464,0,0,0,0,22.92390314,0,46.33741722,98.32398665,11.64912464,0,40.46,0,10.21305479,6.103966388,23.35476895,42.43117348,57.78739461,5.57310453,0,33.77096891,0,0,0,19.52796744,2.508492826,4.817363729,0,16.40668716,10.23948884,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,6,3,0,3,4,6.3611,120.4646,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
4beta-hydroxy-cholesterol,Sterol Lipids [ST],10.68440238,-0.624707201,10.68440238,0.114940861,0.525292103,402.663,356.295,402.3497807,166,0.101393327,-0.390077924,0.390077924,0.101393327,0.965517241,1.724137931,2.448275862,1.510841635,624.0273365,20.97432702,19.66164743,19.66164743,13.68121166,12.7482507,12.7482507,12.27070747,12.27070747,10.36860005,10.36860005,8.743261271,8.743261271,-0.34,3293171.532,21.87553668,7.971848479,3.546597244,179.1032859,10.21305479,6.103966388,0,0,0,0,0,0,0,0,59.95717097,96.85627311,0,6.103966388,10.21305479,0,0,46.33741722,111.034835,0,11.64912464,0,0,0,0,22.42098757,0,46.33741722,98.82690223,11.64912464,0,40.46,12.20793278,10.21305479,5.414990469,11.33289652,48.8519951,50.51885589,0,0,40.69470611,0,0,0,20.91275225,1.814118166,4.945017721,0,13.85521063,12.30623456,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,5,3,0,3,4,6.3595,120.4426,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
7alpha-hydroxy-cholesterol,Sterol Lipids [ST],11.27484371,-0.298150829,11.27484371,0.19955457,0.525292103,402.663,356.295,402.3497807,166,0.075722369,-0.392796671,0.392796671,0.075722369,0.965517241,1.724137931,2.448275862,1.535463609,624.0273365,20.97432702,19.66164743,19.66164743,13.6643749,12.738214,12.738214,12.31729518,12.31729518,10.30454492,10.30454492,8.654171813,8.654171813,-0.34,3136834.677,21.87553668,7.971848479,3.647692445,179.1032859,10.21305479,0,0,0,0,0,0,0,0,0,65.5302755,91.28316858,0,12.20793278,10.21305479,0,0,46.33741722,111.034835,0,11.64912464,0,0,0,0,22.42098757,0,46.33741722,98.82690223,11.64912464,0,40.46,0,10.21305479,17.62292324,23.16870861,37.01618301,50.51885589,0,0,40.69470611,0,0,0,21.48930469,1.99162537,4.183660132,0,13.9216889,12.24705424,0,0.925925926,29,2,2,4,0,4,0,0,0,2,2,2,5,3,0,3,4,6.3595,120.4426,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
7-Dehydrocholesterol,Sterol Lipids [ST],10.18913974,-0.105850866,10.18913974,0.105850866,0.52662758,384.648,340.296,384.339216,158,0.057751879,-0.39279648,0.39279648,0.057751879,0.964285714,1.75,2.5,1.5279295,642.6477265,20.10408353,19.13708356,19.13708356,13.2536913,12.34604051,12.34604051,11.80820466,11.80820466,9.745768735,9.745768735,8.007802551,8.007802551,-0.56,2160246.041,20.7022578,7.603373136,3.341060861,173.6194491,5.106527395,0,0,0,0,0,0,0,0,0,77.17940014,85.36526253,0,6.103966388,5.106527395,0,0,40.41951117,104.9308686,0,23.29824927,0,0,0,0,11.21049378,0,40.41951117,98.82690223,23.29824927,0,20.23,0,5.106527395,6.103966388,10.82998094,42.43117348,51.36657298,11.14620906,0,46.77072621,0,0,0,10.18913974,4.189468157,4.189733006,0,17.81321106,12.45178137,0,0.851851852,28,1,1,4,0,4,0,0,0,1,1,1,5,3,0,3,4,7.3088,119.0288,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
7-oxo-cholesterol,Sterol Lipids [ST],13.38265057,-0.240665681,13.38265057,0.152880676,0.566607931,400.647,356.295,400.3341306,164,0.158843269,-0.392796465,0.392796465,0.158843269,1.034482759,1.793103448,2.517241379,1.543886573,663.4489479,20.97432702,19.54533185,19.54533185,13.6643749,12.59482286,12.59482286,12.15517568,12.15517568,10.12102092,10.12102092,8.40711884,8.40711884,-0.63,3136834.677,21.59632693,7.808521359,3.557464949,178.4705742,5.106527395,0,5.783244946,0,0,0,4.794537184,0,0,0,59.4542554,91.44128264,5.917906046,6.103966388,9.901064579,5.783244946,0,46.33741722,104.9308686,0,11.64912464,0,0,0,0,16.99373873,4.794537184,46.33741722,98.82690223,11.64912464,0,37.3,0,9.901064579,17.4368629,23.03404751,37.01618301,50.51885589,0,6.076020107,34.618686,0,0,13.38265057,10.18479356,1.770421666,4.111108654,0,13.59468645,12.12300577,0,0.888888889,29,1,2,4,0,4,0,0,0,2,1,2,5,3,0,3,4,6.5677,119.4428,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
Campesterol,Sterol Lipids [ST],10.22845947,-0.079006774,10.22845947,0.079006774,0.470129299,400.691,352.307,400.3705162,166,0.057740057,-0.392796685,0.392796685,0.057740057,0.965517241,1.724137931,2.448275862,1.485083656,619.8033613,20.97432702,20.21443383,20.21443383,13.6643749,13.04052862,13.04052862,12.66026735,12.66026735,11.05356237,11.05356237,8.677286639,8.677286639,-0.3,3333497.165,21.91406323,7.994467003,3.660219986,180.6739942,5.106527395,0,0,0,0,0,0,0,0,0,66.03319108,103.6218962,0,6.103966388,5.106527395,0,0,52.25532326,111.8546058,0,11.64912464,0,0,0,0,11.21049378,0,52.25532326,105.7506394,11.64912464,0,20.23,0,5.106527395,6.103966388,10.82998094,54.26698557,51.36657298,5.57310453,0,47.6184433,0,0,0,10.22845947,2.586961274,6.242202994,0,15.70550518,15.07020442,0,0.928571429,29,1,1,4,0,4,0,0,0,1,1,1,5,3,0,3,4,7.6347,123.5998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Cholestenone,Sterol Lipids [ST],12.0236852,0.33246401,12.0236852,0.33246401,0.476746,384.648,340.296,384.339216,158,0.15519729,-0.294865963,0.294865963,0.15519729,0.964285714,1.75,2.5,1.492176613,630.1735437,20.10408353,19.22787477,19.22787477,13.2536913,12.49325393,12.49325393,11.99924313,11.99924313,10.16319256,10.16319256,8.583856813,8.583856813,-0.59,2160246.041,20.67345189,7.586436389,3.331897016,173.6763405,0,0,5.783244946,0,0,0,4.794537184,0,0,0,59.4542554,97.35918868,6.420821623,0,4.794537184,5.783244946,0,46.33741722,105.2477239,0,11.64912464,0,0,0,0,5.783244946,4.794537184,46.33741722,105.2477239,11.64912464,0,17.07,0,4.794537184,0,16.61322589,48.34907952,63.36049914,0,0,40.69470611,0,0,12.0236852,0,2.434978387,5.787826676,0,16.58397034,12.50287273,0,0.888888889,28,0,1,4,0,4,0,0,0,1,0,1,5,3,0,3,4,7.5969,118.053,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
Cholesterol,Sterol Lipids [ST],10.20983135,-0.076591607,10.20983135,0.076591607,0.48831176,386.664,340.296,386.3548661,160,0.057740057,-0.392796685,0.392796685,0.057740057,1,1.785714286,2.535714286,1.489452513,591.0697059,20.10408353,19.34419034,19.34419034,13.2536913,12.62984502,12.62984502,12.18636677,12.18636677,10.27908128,10.27908128,8.666244579,8.666244579,-0.3,2160246.041,20.95200267,7.750696834,3.420973362,174.3090521,5.106527395,0,0,0,0,0,0,0,0,0,65.5302755,97.7039902,0,6.103966388,5.106527395,0,0,46.33741722,111.3516902,0,11.64912464,0,0,0,0,11.21049378,0,46.33741722,105.2477239,11.64912464,0,20.23,0,5.106527395,6.103966388,10.82998094,48.34907952,57.78739461,5.57310453,0,40.69470611,0,0,0,10.20983135,2.603106851,5.457280535,0,17.16193876,12.56784251,0,0.925925926,28,1,1,4,0,4,0,0,0,1,1,1,5,3,0,3,4,7.3887,119.0528,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Desmosterol,Sterol Lipids [ST],10.20579885,-0.081250867,10.20579885,0.081250867,0.503758606,384.648,340.296,384.339216,158,0.057740057,-0.392796685,0.392796685,0.057740057,1.142857143,1.928571429,2.678571429,1.511904349,640.6477265,20.10408353,19.13708356,19.13708356,13.2536913,12.26381962,12.26381962,11.72044095,11.72044095,10.01273524,10.01273524,8.453070062,8.453070062,-0.56,2160246.041,20.7022578,7.603373136,3.341060861,173.6194491,5.106527395,0,0,0,0,0,0,0,0,0,44.06946087,118.4752018,0,6.103966388,5.106527395,0,0,40.41951117,104.9308686,0,23.29824927,0,0,0,0,11.21049378,0,40.41951117,98.82690223,23.29824927,0,20.23,0,5.106527395,6.103966388,10.82998094,42.43117348,56.93967751,5.57310453,0,46.77072621,0,0,0,10.20579885,4.0393796,4.492397875,0,17.856811,12.23894601,0,0.851851852,28,1,1,4,0,4,0,0,0,1,1,1,4,3,0,3,4,7.3088,119.0288,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Lanosterol,Sterol Lipids [ST],10.80903278,-0.129920557,10.80903278,0.046465176,0.446775062,426.729,376.329,426.3861662,176,0.05939757,-0.392561601,0.392561601,0.05939757,0.967741935,1.677419355,2.35483871,1.647725628,767.2811834,22.81962648,21.90503275,21.90503275,14.37651676,13.42126657,13.42126657,13.57252531,13.57252531,11.65593034,11.65593034,9.465086391,9.465086391,-0.56,5955498.309,23.59324741,7.747303087,3.342185031,192.7142754,5.106527395,0,0,0,0,0,0,0,0,0,64.3377569,117.4693706,0,6.103966388,5.106527395,0,0,39.41368002,125.7020802,0,22.7953337,0,0,0,0,11.21049378,0,39.41368002,119.5981138,22.7953337,0,20.23,0,5.106527395,11.51895686,22.16287745,18.25663372,63.36049914,0,11.14620906,61.4659177,0,0,0,10.80903278,6.409064886,2.322382454,0,15.16247643,19.63037679,0,0.866666667,31,1,1,4,0,4,0,0,0,1,1,1,4,2,0,2,4,8.4791,132.8798,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Lathosterol,Sterol Lipids [ST],10.22997307,-0.037563829,10.22997307,0.037563829,0.48831176,386.664,340.296,386.3548661,160,0.054301373,-0.393119525,0.393119525,0.054301373,0.964285714,1.678571429,2.428571429,1.499728677,591.0697059,20.10408353,19.34419034,19.34419034,13.2536913,12.63389866,12.63389866,12.20631255,12.20631255,10.25327301,10.25327301,8.514521463,8.514521463,-0.3,2160246.041,20.95200267,7.750696834,3.420973362,174.3090521,5.106527395,0,0,0,0,0,0,0,0,0,65.5302755,97.7039902,0,6.103966388,5.106527395,0,0,46.33741722,111.3516902,0,11.64912464,0,0,0,0,11.21049378,0,46.33741722,105.2477239,11.64912464,0,20.23,0,5.106527395,6.103966388,10.82998094,48.34907952,57.78739461,0,5.57310453,40.69470611,0,0,0,10.22997307,2.892150105,5.068777807,0,17.24552205,12.56357696,0,0.925925926,28,1,1,4,0,4,0,0,0,1,1,1,5,3,0,3,4,7.3887,119.0528,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Sitosterol,Sterol Lipids [ST],10.24630669,-0.079418717,10.24630669,0.079418717,0.436095642,414.718,364.318,414.3861662,172,0.057740057,-0.392796685,0.392796685,0.057740057,1,1.766666667,2.466666667,1.473146004,634.2748375,21.6814338,20.92154061,20.92154061,14.20237971,13.57853343,13.57853343,12.85131142,12.85131142,11.29812663,11.29812663,9.303999769,9.303999769,-0.3,5568103.989,22.87835199,8.566935876,3.736228854,187.0389363,5.106527395,0,0,0,0,0,0,0,0,0,66.03319108,110.0427179,0,6.103966388,5.106527395,0,0,52.25532326,118.2754274,0,11.64912464,0,0,0,0,11.21049378,0,52.25532326,112.1714611,11.64912464,0,20.23,0,5.106527395,6.103966388,10.82998094,54.26698557,57.78739461,5.57310453,0,47.6184433,0,0,0,10.24630669,2.585870339,6.307361315,0,17.10168647,15.09210852,0,0.931034483,30,1,1,4,0,4,0,0,0,1,1,1,6,3,0,3,4,8.0248,128.2168,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
CE(14:0),Sterol Lipids [ST],12.74277941,0.061812562,12.74277941,0.061812562,0.089330517,597.025,524.449,596.5532315,248,0.305565169,-0.462020906,0.462020906,0.305565169,0.813953488,1.488372093,2.162790698,1.187887146,872.9338432,30.87382195,29.6987547,29.6987547,20.68554295,19.57625685,19.57625685,16.92994524,16.92994524,13.54244596,13.54244596,10.93101288,10.93101288,-0.79,3012112421,35.071276,16.67628006,8.934473487,267.8990753,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,136.6622289,97.7039902,12.84164325,0,9.531400138,5.969305288,0,46.33741722,195.3252869,0,11.64912464,0,0,0,0,12.07327168,9.531400138,46.33741722,189.2213205,11.64912464,0,26.3,0,4.794537184,12.07327168,17.25080256,54.76990115,121.9956108,5.57310453,0,47.6184433,4.736862954,6.106077296,12.74277941,0,2.540081325,5.344618739,0,32.50030142,14.93280847,0,0.926829268,43,0,2,4,0,4,0,0,0,2,0,2,18,3,0,3,4,12.6407,184.004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,9
CE(14:1),Sterol Lipids [ST],12.73364718,0.050639723,12.73364718,0.050639723,0.095073695,595.009,524.449,594.5375815,246,0.305565169,-0.462020906,0.462020906,0.305565169,0.88372093,1.627906977,2.395348837,1.198666343,914.6688504,30.87382195,29.43924168,29.43924168,20.68554295,19.22608677,19.22608677,16.56448647,16.56448647,13.20069425,13.20069425,10.61699563,10.61699563,-1.05,3012112421,34.81612118,16.49286122,8.815103771,267.2094723,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,116.710161,116.9664551,12.84164325,0,9.531400138,5.969305288,0,46.33741722,182.4836437,0,23.80116485,0,0,0,0,12.07327168,9.531400138,46.33741722,176.3796773,23.80116485,0,26.3,0,4.794537184,12.07327168,17.25080256,61.19072277,102.733146,5.57310453,0,59.77048352,4.736862954,6.096945065,12.73364718,0,2.526870231,5.315627126,0,33.60671401,14.88686306,0,0.87804878,43,0,2,4,0,4,0,0,0,2,0,2,17,3,0,3,4,12.4167,183.91,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,6
CE(15:0),Sterol Lipids [ST],12.76453288,0.062882101,12.76453288,0.062882101,0.082580089,611.052,536.46,610.5688816,254,0.305565169,-0.462020906,0.462020906,0.305565169,0.795454545,1.454545455,2.113636364,1.165335049,888.2068597,31.58092873,30.40586148,30.40586148,21.18554295,20.07625685,20.07625685,17.28349863,17.28349863,13.79244596,13.79244596,11.10778957,11.10778957,-0.79,4900243501,36.0531349,17.38662316,9.176765417,274.2640174,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,143.0830506,97.7039902,12.84164325,0,9.531400138,5.969305288,0,46.33741722,201.7461085,0,11.64912464,0,0,0,0,12.07327168,9.531400138,46.33741722,195.6421421,11.64912464,0,26.3,0,4.794537184,12.07327168,17.25080256,54.76990115,128.4164325,5.57310453,0,47.6184433,4.736862954,6.114158893,12.76453288,0,2.539854312,5.344424742,0,33.9635662,14.94012964,0,0.928571429,44,0,2,4,0,4,0,0,0,2,0,2,19,3,0,3,4,13.0308,188.621,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,10
CE(15:1),Sterol Lipids [ST],12.75540065,0.051709262,12.75540065,0.051709262,0.087861208,609.036,536.46,608.5532315,252,0.305565169,-0.462020906,0.462020906,0.305565169,0.863636364,1.590909091,2.340909091,1.177321732,930.060463,31.58092873,30.14634846,30.14634846,21.18554295,19.72608677,19.72608677,16.91803986,16.91803986,13.45069425,13.45069425,10.80720905,10.80720905,-1.05,4900243501,35.79777772,17.2011974,9.05650658,273.5744144,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,116.710161,123.3872767,12.84164325,0,9.531400138,5.969305288,0,46.33741722,188.9044653,0,23.80116485,0,0,0,0,12.07327168,9.531400138,46.33741722,182.8004989,23.80116485,0,26.3,0,4.794537184,12.07327168,17.25080256,61.19072277,109.1539676,5.57310453,0,59.77048352,4.736862954,6.105026662,12.75540065,0,2.526643217,5.315433129,0,35.06018287,14.90398014,0,0.880952381,44,0,2,4,0,4,0,0,0,2,0,2,18,3,0,3,4,12.8068,188.527,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,7
CE(16:0),Sterol Lipids [ST],12.78378704,0.06380224,12.78378704,0.06380224,0.076493709,625.079,548.471,624.5845317,260,0.305565169,-0.462020906,0.462020906,0.305565169,0.777777778,1.422222222,2.066666667,1.143740533,903.5183905,32.28803551,31.11296826,31.11296826,21.68554295,20.57625685,20.57625685,17.63705202,17.63705202,14.04244596,14.04244596,11.28456627,11.28456627,-0.79,7970622437,37.03574171,18.10450146,9.873569902,280.6289595,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,149.5038722,97.7039902,12.84164325,0,9.531400138,5.969305288,0,46.33741722,208.1669302,0,11.64912464,0,0,0,0,12.07327168,9.531400138,46.33741722,202.0629638,11.64912464,0,26.3,0,4.794537184,12.07327168,17.25080256,54.76990115,134.8372541,5.57310453,0,47.6184433,4.736862954,6.12130233,12.78378704,0,2.539623395,5.344162639,0,35.43120424,14.94658702,0,0.930232558,45,0,2,4,0,4,0,0,0,2,0,2,20,3,0,3,4,13.4209,193.238,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,11
CE(16:1),Sterol Lipids [ST],12.77465481,0.052629401,12.77465481,0.052629401,0.081350982,623.063,548.471,622.5688816,258,0.305565169,-0.462020906,0.462020906,0.305565169,0.844444444,1.555555556,2.288888889,1.156703057,945.4889869,32.28803551,30.85345524,30.85345524,21.68554295,20.22608677,20.22608677,17.27159325,17.27159325,13.70069425,13.70069425,10.98398575,10.98398575,-1.05,7970622437,36.78019459,17.91714415,9.74942984,279.9393565,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,123.1309827,123.3872767,12.84164325,0,9.531400138,5.969305288,0,46.33741722,195.3252869,0,23.80116485,0,0,0,0,12.07327168,9.531400138,46.33741722,189.2213205,23.80116485,0,26.3,0,4.794537184,12.07327168,17.25080256,61.19072277,115.5747892,5.57310453,0,59.77048352,4.736862954,6.112170098,12.77465481,0,2.526412301,5.315171025,0,36.52174452,14.91651391,0,0.88372093,45,0,2,4,0,4,0,0,0,2,0,2,19,3,0,3,4,13.1969,193.144,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,8
CE(16:2),Sterol Lipids [ST],12.76914521,0.046198599,12.76914521,0.046198599,0.086533576,621.047,548.471,620.5532315,256,0.305565169,-0.462020906,0.462020906,0.305565169,0.866666667,1.622222222,2.4,1.164187354,987.8013631,32.28803551,30.59394222,30.59394222,21.68554295,19.87591668,19.87591668,16.91803986,16.91803986,13.37052404,13.37052404,10.73270453,10.73270453,-1.31,7970622437,36.52469571,17.73028199,9.625897855,279.2497535,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,122.4413796,123.3872767,12.84164325,0,9.531400138,5.969305288,0,46.33741722,182.4836437,0,35.95320506,0,0,0,0,12.07327168,9.531400138,46.33741722,176.3796773,35.95320506,0,26.3,0,4.794537184,12.07327168,17.25080256,67.61154439,96.31232434,5.57310453,0,71.92252373,4.736862954,6.106660498,12.76914521,0,2.517288914,5.295678045,0,37.6216692,14.8562248,0,0.837209302,45,0,2,4,0,4,0,0,0,2,0,2,18,3,0,3,4,12.9729,193.05,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,5,1,1,0,0,0,0,0,0,0,0,5
CE(17:0),Sterol Lipids [ST],12.80094925,0.064601963,12.80094925,0.064601963,0.071007794,639.106,560.482,638.6001817,266,0.305565169,-0.462020906,0.462020906,0.305565169,0.760869565,1.391304348,2.02173913,1.123116684,918.8679569,32.9951423,31.82007505,31.82007505,22.18554295,21.07625685,21.07625685,17.99060541,17.99060541,14.29244596,14.29244596,11.46134296,11.46134296,-0.79,12962869580,38.01905115,18.82963371,10.12237442,286.9939016,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,155.9246938,97.7039902,12.84164325,0,9.531400138,5.969305288,0,46.33741722,214.5877518,0,11.64912464,0,0,0,0,12.07327168,9.531400138,46.33741722,208.4837854,11.64912464,0,26.3,0,4.794537184,12.07327168,17.25080256,54.76990115,141.2580757,5.57310453,0,47.6184433,4.736862954,6.127662063,12.80094925,0,2.53939227,5.343854271,0,36.90247093,14.95233789,0,0.931818182,46,0,2,4,0,4,0,0,0,2,0,2,21,3,0,3,4,13.811,197.855,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,12
